Year,Month,Payment Instrument Type,Card Type,Response,Transaction ID
2023,03,Credit Card,Visa,Approved,5dxyhphq
2023,02,Credit Card,American Express,Approved,5fw3zeyy
2023,02,Credit Card,MasterCard,Declined,5tvffknw
2023,02,Credit Card,American Express,Approved,6c8jgbad
2023,03,Credit Card,Visa,Approved,6f1pfz4z
2023,02,Credit Card,American Express,Approved,6gtawtfx
2023,02,PayPal Account,PayPal Account,Approved,6hch26gj
2023,02,PayPal Account,PayPal Account,Approved,6sqngeqw
2023,02,Credit Card,American Express,Approved,819tzx5g
2023,01,Credit Card,MasterCard,Approved,8eckx6qe
2023,02,Credit Card,American Express,Approved,8g4q858p
2023,03,Credit Card,Visa,Approved,8m9x572e
2023,02,Credit Card,American Express,Approved,99149ggy
2023,03,Credit Card,Visa,Approved,9xmtvv7b
2023,02,Credit Card,American Express,Approved,aj7t7aa6
2023,02,Credit Card,American Express,Approved,b5cwt354
2023,02,PayPal Account,PayPal Account,Approved,bdwx4vdz
2023,01,Credit Card,Visa,Approved,bwhv9zs8
2023,01,Credit Card,American Express,Approved,ca70ynsm
2023,02,Credit Card,American Express,Declined,d1wjzv43
2023,01,Credit Card,American Express,Approved,d40sqyq7
2023,01,Credit Card,American Express,Approved,dxeh3q2r
2023,02,Credit Card,American Express,Approved,ec0dm3je
2023,01,Credit Card,Visa,Approved,h1q7032a
2023,02,Credit Card,American Express,Approved,h5270xy4
2023,01,Credit Card,American Express,Approved,h941r5v7
2023,02,Credit Card,American Express,Declined,haev0m24
2023,02,Credit Card,American Express,Approved,hzk5cte1
2023,02,Credit Card,American Express,Approved,jp0bnpmb
2023,02,Credit Card,American Express,Approved,kh924237
2023,03,Credit Card,Visa,Approved,kjf9m580
2023,02,PayPal Account,PayPal Account,Approved,m1ct900t
2023,02,Credit Card,American Express,Approved,m6zr396t
2023,03,Credit Card,Visa,Approved,n55r8m65
2023,02,Credit Card,American Express,Approved,n73b6h6q
2023,02,Credit Card,American Express,Approved,ngy63hz1
2023,02,Credit Card,Visa,Approved,nyhgkctf
2023,03,Credit Card,Visa,Approved,rgh0qgak
2023,01,Credit Card,American Express,Approved,0z8y55a6
2023,01,Credit Card,American Express,Approved,1373ewse
2023,02,Credit Card,American Express,Approved,1bv0qbm2
2023,01,Credit Card,Visa,Approved,1ywmatew
2023,01,Credit Card,Visa,Approved,2kfgakez
2023,02,Credit Card,American Express,Declined,3ar740gz
2023,02,Credit Card,American Express,Approved,3b9ga1xg
2023,01,Credit Card,Visa,Approved,3m723h0c
2023,02,Credit Card,Visa,Approved,4q8r8cyh
2023,01,Credit Card,Visa,Approved,5e2hbxyj
2023,02,PayPal Account,PayPal Account,Approved,5x7sh1ew
2023,01,PayPal Account,PayPal Account,Approved,61r0x7k9
2023,01,Credit Card,American Express,Approved,6q8ayd50
2023,02,Credit Card,Visa,Declined,72fvzeff
2023,01,Credit Card,American Express,Approved,73e0kks8
2023,01,Credit Card,American Express,Approved,73mrckcx
2023,03,Credit Card,Visa,Approved,7zp1w5y2
2023,01,Credit Card,American Express,Approved,8jj3s41j
2023,01,Credit Card,MasterCard,Approved,8m8scc55
2023,02,Credit Card,MasterCard,Approved,93rj6w34
2023,02,Credit Card,Visa,Declined,9cmqydxn
2023,01,Credit Card,American Express,Approved,9qspeyjg
2023,01,Credit Card,Visa,Approved,9vy11t8r
2023,01,Credit Card,American Express,Approved,btyejny7
2023,01,PayPal Account,PayPal Account,Approved,c35f041r
2023,01,Credit Card,Visa,Approved,cbwd6dsj
2023,02,PayPal Account,PayPal Account,Approved,cznsfst2
2023,02,Credit Card,MasterCard,Declined,ebp1b410
2023,03,Credit Card,Visa,Approved,ebsdf4hv
2023,01,Credit Card,American Express,Approved,enqhcd4p
2023,03,Credit Card,Visa,Approved,fcpnre2g
2023,01,Credit Card,American Express,Approved,fj834n0t
2023,02,PayPal Account,PayPal Account,Approved,fzzf0y04
2023,03,Credit Card,Visa,Approved,g35kagt0
2023,02,Credit Card,MasterCard,Declined,h39pm68a
2023,02,Credit Card,American Express,Declined,hj3ac022
2023,03,Credit Card,Visa,Approved,hr9gj2cw
2023,02,PayPal Account,PayPal Account,Declined,j5t4sy5d
2023,01,Credit Card,American Express,Approved,je96hbwq
2023,01,Credit Card,American Express,Approved,kyfdn3sz
2023,01,Credit Card,American Express,Approved,mps32w2r
2023,02,Credit Card,American Express,Approved,n62wj947
2023,01,Credit Card,American Express,Approved,nxvcj08b
2023,02,Credit Card,Visa,Declined,pv90vkqy
2023,02,Credit Card,American Express,Approved,pzrvnyw5
2023,02,PayPal Account,PayPal Account,Approved,qcaszkmh
2023,01,Credit Card,Visa,Approved,qpwd8a6g
2023,01,Credit Card,Visa,Approved,r0thptkq
2023,03,Credit Card,Visa,Approved,rjy38tmw
2023,01,Credit Card,American Express,Approved,rkstaa57
2023,01,Credit Card,Visa,Approved,098k0jmn
2023,02,Credit Card,Visa,Approved,09z4dvzb
2023,02,Credit Card,MasterCard,Approved,0d6k43rt
2023,01,Apple Pay Card,Visa,Approved,0nm0cgs1
2023,02,Credit Card,Visa,Approved,0nwhph8d
2023,01,Credit Card,Visa,Approved,0vgtzmrd
2023,01,Credit Card,Visa,Approved,0yx8hvb4
2023,02,Credit Card,Visa,Approved,18yfeqv8
2023,02,PayPal Account,PayPal Account,Approved,1gjhznf7
2023,01,Credit Card,Visa,Approved,1ncg0abr
2023,02,Credit Card,Visa,Approved,1v4m7nhx
2023,02,PayPal Account,PayPal Account,Approved,26eqz2a7
2023,02,Apple Pay Card,American Express,Approved,2ertyb8b
2023,01,Credit Card,MasterCard,Approved,2s2zej4y
2023,02,Credit Card,Visa,Declined,30gtqss8
2023,02,Credit Card,Visa,Approved,375288x2
2023,02,PayPal Account,PayPal Account,Approved,3d5g7m8q
2023,02,Credit Card,American Express,Approved,3hqhdy6h
2023,02,Credit Card,MasterCard,Declined,3pcfzpzn
2023,02,Credit Card,American Express,Approved,3zq8hg5q
2023,01,Credit Card,Visa,Approved,47bh08hz
2023,02,PayPal Account,PayPal Account,Approved,4gknjs4k
2023,02,Credit Card,Visa,Approved,57bbnsxh
2023,01,Credit Card,American Express,Approved,5m2byayj
2023,02,Credit Card,Visa,Approved,5nkmdccr
2023,01,Credit Card,Visa,Approved,5zh63vjk
2023,01,Credit Card,Visa,Approved,6a9qg9e8
2023,02,PayPal Account,PayPal Account,Approved,6mqnej3n
2023,01,PayPal Account,PayPal Account,Approved,6pv2y9hd
2023,02,Credit Card,American Express,Approved,7x9qptsg
2023,02,Credit Card,American Express,Approved,88c9f0cz
2023,01,Credit Card,MasterCard,Approved,8hbsa7qs
2023,02,Credit Card,American Express,Approved,9h0wnecs
2023,02,Credit Card,American Express,Approved,9zxs9tq5
2023,01,Credit Card,Visa,Approved,a8vccckt
2023,02,PayPal Account,PayPal Account,Approved,bg7vt0hp
2023,02,Credit Card,American Express,Approved,bhafvqsx
2023,02,Credit Card,American Express,Approved,ckdpd5bz
2023,02,Credit Card,Visa,Declined,d0cveykb
2023,01,Credit Card,American Express,Approved,d8qya9md
2023,02,PayPal Account,PayPal Account,Approved,eccbha5e
2023,02,Credit Card,Visa,Approved,ehy4bwj4
2023,02,Credit Card,American Express,Approved,f519zma4
2023,02,Credit Card,Visa,Approved,ftzvrmnr
2023,02,Credit Card,American Express,Approved,gcgb24w6
2023,02,Credit Card,American Express,Approved,ge5k6qkr
2023,02,PayPal Account,PayPal Account,Approved,ggnmcpym
2023,01,Credit Card,MasterCard,Approved,grb1w8vb
2023,02,Credit Card,MasterCard,Approved,heqg9f3x
2023,02,Credit Card,American Express,Approved,hsh97kr8
2023,01,Credit Card,Visa,Approved,j0a0pqyq
2023,01,Credit Card,Visa,Approved,jeatx3ga
2023,02,Credit Card,Discover,Declined,jet0ef08
2023,02,Credit Card,MasterCard,Approved,jhcpxpva
2023,01,Credit Card,American Express,Approved,k35bb13b
2023,02,Credit Card,Visa,Approved,kbmn9hx0
2023,02,PayPal Account,PayPal Account,Approved,m6mdh4rp
2023,02,PayPal Account,PayPal Account,Approved,mbc1mbwq
2023,02,Credit Card,Visa,Approved,mvv18rnx
2023,02,Credit Card,American Express,Approved,ndt0q1gt
2023,02,Credit Card,Visa,Approved,ng323n2v
2023,02,Credit Card,American Express,Approved,p16cf6r9
2023,02,Credit Card,Visa,Approved,pdhhz4j4
2023,02,Credit Card,Visa,Approved,pjdabbmn
2023,02,Credit Card,American Express,Approved,prcv8n39
2023,01,Credit Card,American Express,Approved,pzmzbgwx
2023,02,Credit Card,American Express,Approved,qywqba1z
2023,02,Credit Card,American Express,Approved,r20g0yf8
2023,02,Credit Card,American Express,Approved,r9dmf1wg
2023,01,PayPal Account,PayPal Account,Approved,020h0tky
2023,02,Credit Card,Visa,Declined,4xq73wkc
2023,01,Credit Card,American Express,Approved,5c7wx3mn
2023,02,Credit Card,American Express,Approved,5f49cztq
2023,02,Credit Card,American Express,Approved,5ff6xb49
2023,02,Credit Card,American Express,Approved,6znjr0eb
2023,01,PayPal Account,PayPal Account,Approved,7d03hq8q
2023,02,Credit Card,Visa,Declined,7gc625yg
2023,01,Credit Card,American Express,Approved,7r0ag0sc
2023,01,Credit Card,Visa,Approved,9d6bbb5w
2023,01,Credit Card,Visa,Approved,9fg90j1t
2023,02,Credit Card,American Express,Approved,9reh9b55
2023,02,Credit Card,American Express,Approved,b6vkdpp5
2023,01,PayPal Account,PayPal Account,Approved,cwgez5ym
2023,01,Credit Card,American Express,Approved,d10q2xp4
2023,02,Credit Card,American Express,Approved,e1jmx9kf
2023,02,Credit Card,American Express,Approved,f13j8yqv
2023,01,Credit Card,MasterCard,Approved,f5gddc7d
2023,02,Credit Card,American Express,Approved,fmyn5he3
2023,01,PayPal Account,PayPal Account,Approved,gd9qey0m
2023,01,Credit Card,American Express,Approved,h2hrx9cf
2023,01,PayPal Account,PayPal Account,Approved,hhqf9pqy
2023,01,Credit Card,Visa,Approved,jbn9hze4
2023,02,Apple Pay Card,American Express,Approved,js3y61xd
2023,02,Credit Card,American Express,Approved,ky947x7m
2023,02,PayPal Account,PayPal Account,Approved,m4ta003z
2023,02,Credit Card,American Express,Approved,nxdn04dr
2023,01,Credit Card,American Express,Approved,pem35h0d
2023,02,Credit Card,Visa,Declined,pk558abe
2023,02,Credit Card,American Express,Approved,q421gx1j
2023,02,Credit Card,American Express,Approved,rk6h0zja
2023,02,Credit Card,American Express,Approved,0ekt3zt7
2023,02,Credit Card,Visa,Approved,0xzbx53j
2023,02,Credit Card,Visa,Declined,1nxmn2hf
2023,01,Credit Card,American Express,Approved,20cgtan8
2023,01,Credit Card,Visa,Approved,25q73gxa
2023,02,Credit Card,American Express,Approved,2b1nb891
2023,02,Credit Card,Visa,Declined,3rcka3db
2023,02,Credit Card,Visa,Approved,46wsv3md
2023,01,PayPal Account,PayPal Account,Approved,4c4xh1xy
2023,01,Credit Card,American Express,Approved,50cen615
2023,02,Credit Card,MasterCard,Approved,519b2b7j
2023,02,Credit Card,American Express,Approved,5smy41qj
2023,01,Credit Card,MasterCard,Approved,6f7cyegt
2023,02,Credit Card,MasterCard,Approved,6kzx7hnv
2023,02,Credit Card,MasterCard,Approved,6z26adzv
2023,01,Credit Card,Visa,Approved,722xc20a
2023,02,Credit Card,American Express,Declined,7h5p5xcx
2023,02,Credit Card,MasterCard,Approved,829my7nx
2023,01,Credit Card,American Express,Approved,842xtx7n
2023,01,Credit Card,Visa,Approved,866wc90t
2023,01,Credit Card,American Express,Approved,90aw3a40
2023,02,Apple Pay Card,American Express,Approved,9bb3ckjc
2023,01,Credit Card,American Express,Approved,9wkqypdd
2023,01,Credit Card,Visa,Approved,abvb3s71
2023,01,Credit Card,Visa,Approved,af058cxg
2023,02,Credit Card,Visa,Approved,b4gpafmw
2023,02,Credit Card,MasterCard,Approved,c98xs444
2023,01,Credit Card,Visa,Approved,chj22b7t
2023,01,PayPal Account,PayPal Account,Approved,dhetbbme
2023,01,Credit Card,American Express,Approved,ejsn6263
2023,01,Credit Card,MasterCard,Approved,ery6vbfy
2023,02,Credit Card,American Express,Approved,ezyc2cq2
2023,01,Credit Card,American Express,Approved,f97jbq57
2023,01,Credit Card,Visa,Approved,fk4kzsey
2023,02,Credit Card,American Express,Approved,fnfqnef2
2023,01,PayPal Account,PayPal Account,Approved,fyawg25m
2023,01,PayPal Account,PayPal Account,Approved,gch9q3zf
2023,02,Credit Card,Visa,Approved,h2mmmecn
2023,02,Credit Card,American Express,Approved,hy6d2fsj
2023,02,Credit Card,MasterCard,Declined,jbpd1xv5
2023,02,Credit Card,American Express,Approved,jdrage2x
2023,01,PayPal Account,PayPal Account,Approved,jjnww1wf
2023,02,Credit Card,MasterCard,Declined,jnw83vh4
2023,02,Credit Card,Visa,Approved,k2125bzr
2023,01,Credit Card,Visa,Approved,kfnzrrqz
2023,02,Credit Card,Visa,Approved,khv9qa9c
2023,02,Credit Card,American Express,Approved,m0cqza6r
2023,01,PayPal Account,PayPal Account,Approved,m7ppyvak
2023,01,Credit Card,Visa,Approved,m89pg36b
2023,02,Credit Card,Visa,Declined,mzr7kh17
2023,02,Credit Card,American Express,Approved,n92cmqfr
2023,02,Credit Card,American Express,Approved,nd6mk1hx
2023,01,Credit Card,Visa,Approved,ng8e2j0g
2023,01,Credit Card,American Express,Approved,pspjp467
2023,01,Credit Card,Visa,Approved,q1ekwyfv
2023,02,Credit Card,Visa,Declined,qdeg71g5
2023,02,Credit Card,Visa,Approved,qj16mfqm
2023,01,Credit Card,Visa,Approved,qrx2ztqy
2023,02,PayPal Account,PayPal Account,Approved,qxc7jfvt
2023,02,Credit Card,Visa,Declined,rrdwf3ss
2023,01,Credit Card,American Express,Approved,05tsdvef
2023,02,Credit Card,Visa,Approved,1aa8dc27
2023,01,PayPal Account,PayPal Account,Approved,1nbhkc0d
2023,01,Credit Card,Visa,Approved,1r92fs7b
2023,02,Credit Card,American Express,Declined,2bqg3bgc
2023,02,Credit Card,MasterCard,Approved,4spwb99h
2023,01,Credit Card,Visa,Approved,4zxd978r
2023,02,Credit Card,MasterCard,Approved,5rjbg8np
2023,01,Credit Card,MasterCard,Approved,6sx8jtfx
2023,01,Credit Card,MasterCard,Approved,9ybnty1w
2023,01,Credit Card,American Express,Approved,b7y7h84a
2023,01,Credit Card,American Express,Approved,b8tbmxc8
2023,02,Credit Card,Visa,Approved,bagw774b
2023,01,Credit Card,Visa,Approved,bfeyf7dm
2023,02,Credit Card,MasterCard,Approved,bmyacqnx
2023,02,Credit Card,Visa,Declined,bxrdtazc
2023,01,Credit Card,MasterCard,Approved,ch26h216
2023,02,Credit Card,American Express,Declined,cvh3pa12
2023,02,Credit Card,Visa,Approved,d2yc6dpv
2023,01,Credit Card,Visa,Approved,dc9g21tf
2023,02,Credit Card,Visa,Approved,dj0c4k9k
2023,02,Credit Card,Visa,Approved,dwncfpms
2023,02,Credit Card,MasterCard,Approved,f3wqtzt4
2023,02,PayPal Account,PayPal Account,Approved,fq8172sd
2023,02,Credit Card,Visa,Declined,fr2s9j7s
2023,01,Credit Card,Visa,Approved,js6c7frj
2023,01,Credit Card,Visa,Approved,k0zmtcmw
2023,02,Credit Card,Visa,Approved,k50w4p6a
2023,02,PayPal Account,PayPal Account,Declined,n2v72am5
2023,02,Credit Card,Visa,Declined,n94hnhcr
2023,02,Credit Card,Visa,Declined,nbebt0rj
2023,01,PayPal Account,PayPal Account,Approved,nczz1hht
2023,02,Credit Card,Visa,Approved,nshrx90z
2023,01,Credit Card,Visa,Approved,nt8nvgcs
2023,02,Credit Card,Visa,Approved,p6ecth9k
2023,02,PayPal Account,PayPal Account,Approved,pykqyhyg
2023,02,Credit Card,Visa,Approved,q10x1zkn
2023,02,Credit Card,Visa,Approved,q75yq36w
2023,01,Credit Card,Visa,Approved,qsdnjvfe
2023,02,PayPal Account,PayPal Account,Approved,rfzm21nb
2023,02,Credit Card,American Express,Approved,03ga0v44
2023,01,Credit Card,MasterCard,Approved,04kjxqs8
2023,02,Credit Card,American Express,Approved,1wv5q290
2023,02,PayPal Account,PayPal Account,Approved,2jfsfz7d
2023,01,PayPal Account,PayPal Account,Approved,341dgvp9
2023,01,Credit Card,Visa,Approved,35j7zftn
2023,01,PayPal Account,PayPal Account,Approved,37ctaz06
2023,02,Credit Card,American Express,Approved,423xqswc
2023,02,Credit Card,American Express,Approved,4e45qccn
2023,02,Credit Card,MasterCard,Declined,4gsjn5hm
2023,01,Credit Card,Visa,Approved,4mpbnbrd
2023,01,Credit Card,American Express,Approved,4r22bpn9
2023,01,Credit Card,American Express,Approved,4vn9k2ks
2023,02,Credit Card,American Express,Approved,5168jajx
2023,02,Credit Card,American Express,Approved,53pxksry
2023,02,Credit Card,American Express,Approved,585pweb2
2023,01,Credit Card,American Express,Approved,5h960fnp
2023,02,Credit Card,American Express,Approved,5k8n967m
2023,02,Credit Card,American Express,Approved,5mjk49xp
2023,01,Credit Card,Visa,Approved,5my5n87y
2023,01,Credit Card,MasterCard,Approved,5qspjc9c
2023,02,Credit Card,MasterCard,Declined,5srrhjfx
2023,02,Credit Card,American Express,Approved,606kjwxm
2023,02,Credit Card,American Express,Approved,72cgh1kn
2023,02,PayPal Account,PayPal Account,Approved,7nb7gvmh
2023,02,Credit Card,American Express,Approved,842116sh
2023,01,Credit Card,Visa,Approved,9smq4ew3
2023,01,Credit Card,MasterCard,Approved,9vpzym7b
2023,02,PayPal Account,PayPal Account,Declined,a5t1yhpf
2023,02,Credit Card,American Express,Approved,adsb6cnw
2023,01,Credit Card,American Express,Approved,aeryg9da
2023,02,Credit Card,MasterCard,Declined,atxk64z1
2023,02,Credit Card,American Express,Approved,azzk6yyz
2023,01,Credit Card,MasterCard,Approved,b0s3z1ae
2023,02,PayPal Account,PayPal Account,Approved,bah7jcny
2023,02,Credit Card,Visa,Approved,bpx94j4x
2023,02,Credit Card,American Express,Approved,cc20822t
2023,02,Credit Card,American Express,Approved,ch4dwbgs
2023,02,Credit Card,American Express,Approved,cntxv4mj
2023,02,Credit Card,American Express,Approved,csa9zx28
2023,02,Credit Card,American Express,Approved,d1967bhz
2023,02,Credit Card,American Express,Approved,dh1vv0rh
2023,02,Credit Card,American Express,Approved,dmdnp8yy
2023,01,Credit Card,American Express,Approved,dr3d6htr
2023,02,Credit Card,American Express,Approved,dsppsbxa
2023,01,Credit Card,Visa,Approved,enx1h4ay
2023,01,Credit Card,American Express,Approved,f7d41gse
2023,02,Credit Card,American Express,Approved,fb0vxn3m
2023,02,Apple Pay Card,American Express,Approved,g10zrjy6
2023,02,Credit Card,American Express,Approved,h76tc75f
2023,01,Credit Card,American Express,Approved,hpk4qm2k
2023,02,Apple Pay Card,American Express,Approved,hrswgsws
2023,02,Apple Pay Card,American Express,Approved,j42f2f26
2023,01,PayPal Account,PayPal Account,Approved,k3gajv20
2023,02,Apple Pay Card,American Express,Approved,kajhad53
2023,02,Credit Card,American Express,Approved,kgw9ktmm
2023,01,Credit Card,Visa,Approved,kr0rqhvq
2023,02,Credit Card,American Express,Approved,kxkppj4r
2023,02,Credit Card,American Express,Approved,m06f2q6q
2023,02,Credit Card,American Express,Approved,m4pyyr2s
2023,01,Credit Card,Visa,Approved,m5gp55j4
2023,02,Apple Pay Card,American Express,Approved,m8szr8a0
2023,02,Credit Card,American Express,Approved,ncjty9dw
2023,02,Credit Card,American Express,Approved,njzp90af
2023,02,Credit Card,American Express,Approved,np5qjdvw
2023,02,Credit Card,American Express,Approved,pp4fsx54
2023,02,Credit Card,American Express,Approved,qarrq1tt
2023,01,Credit Card,American Express,Approved,qekp8jg6
2023,02,PayPal Account,PayPal Account,Approved,r1erd1yk
2023,01,Credit Card,American Express,Approved,red35pqp
2023,02,Credit Card,American Express,Approved,04sct0yw
2023,01,Credit Card,American Express,Approved,0c1ctwfz
2023,02,Apple Pay Card,American Express,Approved,1cf30zgg
2023,02,Credit Card,American Express,Approved,21ya5wrs
2023,02,Credit Card,American Express,Approved,2maxywdr
2023,02,Credit Card,American Express,Approved,6xt1j97x
2023,02,Apple Pay Card,American Express,Approved,77m112cd
2023,02,Credit Card,American Express,Approved,822xb65z
2023,02,Credit Card,American Express,Approved,91w2scmw
2023,01,PayPal Account,PayPal Account,Approved,975pwsfe
2023,02,Credit Card,American Express,Approved,b70arqwp
2023,02,Credit Card,MasterCard,Declined,bjjm7794
2023,02,Credit Card,American Express,Approved,cex5ze6e
2023,02,Credit Card,American Express,Approved,cm0xftcb
2023,02,Credit Card,American Express,Approved,e4qqvr28
2023,01,Credit Card,MasterCard,Approved,evhktese
2023,01,Credit Card,American Express,Approved,fqrcn81n
2023,02,Credit Card,American Express,Approved,gmjhn15v
2023,02,Credit Card,American Express,Approved,gt74xdw2
2023,02,Apple Pay Card,American Express,Approved,hmwmkkx4
2023,02,Credit Card,Visa,Declined,j94dncwm
2023,02,Apple Pay Card,American Express,Approved,k19kbrtg
2023,02,Credit Card,American Express,Approved,k35tdhew
2023,02,Credit Card,American Express,Approved,k73rnsxw
2023,01,PayPal Account,PayPal Account,Approved,nbc4f7m4
2023,02,Credit Card,American Express,Approved,nckbtt37
2023,02,Credit Card,American Express,Approved,npacqyfq
2023,02,Credit Card,American Express,Approved,pet85j9q
2023,02,Credit Card,American Express,Approved,q2cgfr8s
2023,02,Credit Card,American Express,Approved,q8s95xh9
2023,01,Credit Card,Visa,Approved,0dd9k3fq
2023,02,Credit Card,MasterCard,Approved,0nj54187
2023,02,PayPal Account,PayPal Account,Approved,1e2eg1kw
2023,02,Apple Pay Card,Visa,Declined,1f4qwv2t
2023,02,PayPal Account,PayPal Account,Approved,1faweawm
2023,02,Apple Pay Card,Visa,Declined,2ehtpe00
2023,01,Credit Card,American Express,Approved,3d45nhnb
2023,01,Credit Card,American Express,Approved,3fcjwnbj
2023,02,PayPal Account,PayPal Account,Approved,42qd58kn
2023,01,PayPal Account,PayPal Account,Approved,4581md85
2023,01,Credit Card,American Express,Approved,4r7rnpzr
2023,02,PayPal Account,PayPal Account,Approved,50rsfsy2
2023,02,PayPal Account,PayPal Account,Approved,6dthy7m7
2023,01,PayPal Account,PayPal Account,Approved,6x9b127y
2023,02,Credit Card,American Express,Approved,7b2kzv1w
2023,01,Credit Card,Visa,Approved,7ghnk50a
2023,01,Credit Card,Visa,Approved,7jmbm2g1
2023,02,PayPal Account,PayPal Account,Approved,80c86y0z
2023,02,Credit Card,Visa,Approved,8h85eqd7
2023,01,PayPal Account,PayPal Account,Approved,8jy9378c
2023,02,Credit Card,MasterCard,Declined,9zxe3m5f
2023,01,Credit Card,American Express,Approved,a7dr2vgv
2023,02,Credit Card,MasterCard,Declined,a7wpyqva
2023,01,PayPal Account,PayPal Account,Approved,b14ywapm
2023,02,Credit Card,Visa,Approved,bexc9d52
2023,02,PayPal Account,PayPal Account,Approved,bpn97vhc
2023,02,PayPal Account,PayPal Account,Approved,bv1wsee6
2023,02,PayPal Account,PayPal Account,Approved,cg43bgbp
2023,02,Credit Card,American Express,Approved,cvs8gq78
2023,02,Credit Card,American Express,Approved,d5eb7qh5
2023,01,Credit Card,Visa,Approved,d7j2v31r
2023,02,PayPal Account,PayPal Account,Approved,db170j1d
2023,01,Credit Card,American Express,Approved,dktq8fpz
2023,02,Credit Card,American Express,Approved,dqbh35ad
2023,02,PayPal Account,PayPal Account,Approved,dvyzkj7c
2023,02,Credit Card,Visa,Approved,e9wj8zpv
2023,01,Credit Card,Visa,Approved,ed2j07gs
2023,01,Credit Card,Visa,Approved,fejzz4ye
2023,02,Credit Card,American Express,Approved,fkchg493
2023,02,PayPal Account,PayPal Account,Approved,fpxbg8eb
2023,02,Credit Card,Visa,Declined,frt7pe3f
2023,01,Credit Card,American Express,Approved,gwm9pbyn
2023,02,Apple Pay Card,Visa,Declined,h0cgv5g2
2023,01,Credit Card,Visa,Approved,hfzghhnq
2023,01,Credit Card,Visa,Approved,jx71d2xv
2023,02,Apple Pay Card,American Express,Approved,jxyt8915
2023,01,PayPal Account,PayPal Account,Approved,kbbwx0m8
2023,02,PayPal Account,PayPal Account,Approved,n32rd25s
2023,01,Credit Card,MasterCard,Approved,nf48v43d
2023,02,Credit Card,Visa,Approved,pp89b81e
2023,02,PayPal Account,PayPal Account,Approved,pxh2329b
2023,01,Credit Card,American Express,Approved,qhfgmdg6
2023,01,Credit Card,Visa,Approved,qr8k6vb8
2023,01,Credit Card,Visa,Approved,r85e9pd0
2023,01,Credit Card,Visa,Approved,18s6b246
2023,02,Credit Card,Visa,Declined,25syrqnt
2023,02,PayPal Account,PayPal Account,Approved,29n1dx1j
2023,01,Credit Card,Visa,Approved,2ny8m2cy
2023,01,Credit Card,MasterCard,Approved,2sjxtbms
2023,02,Credit Card,MasterCard,Declined,32j02xte
2023,02,Credit Card,American Express,Approved,37w3xx7k
2023,02,Credit Card,Discover,Declined,4wyerm7x
2023,02,Credit Card,Visa,Declined,54175gdc
2023,02,Apple Pay Card,American Express,Approved,5g0t0nwx
2023,01,Credit Card,Visa,Approved,5yzkptk4
2023,02,Credit Card,American Express,Approved,69g8h3as
2023,01,Credit Card,Visa,Approved,85gth48a
2023,01,Credit Card,MasterCard,Approved,8frt1983
2023,01,PayPal Account,PayPal Account,Approved,9ehm8qgj
2023,01,Credit Card,Visa,Approved,9g3rz9hg
2023,02,Credit Card,American Express,Approved,a2kxp4z8
2023,01,PayPal Account,PayPal Account,Approved,a3snr5kj
2023,02,Apple Pay Card,American Express,Approved,aat9z09y
2023,01,PayPal Account,PayPal Account,Approved,anc8xmeb
2023,01,PayPal Account,PayPal Account,Approved,aq5p4nqh
2023,01,Credit Card,Visa,Approved,asvrkgcq
2023,01,Credit Card,Visa,Approved,b2bdfw95
2023,01,Credit Card,MasterCard,Approved,ba5c3ewb
2023,01,PayPal Account,PayPal Account,Approved,bf8ncbjx
2023,01,Credit Card,Visa,Approved,ctfysrrz
2023,02,Apple Pay Card,American Express,Approved,d94gd242
2023,02,PayPal Account,PayPal Account,Approved,da8xm01d
2023,02,Apple Pay Card,American Express,Approved,ebthet4d
2023,01,PayPal Account,PayPal Account,Approved,eqh3sjg9
2023,02,Credit Card,American Express,Approved,ffssvmbj
2023,02,Credit Card,Visa,Approved,g2fjdd1g
2023,02,PayPal Account,PayPal Account,Approved,ghees0es
2023,02,Credit Card,American Express,Approved,gspedkgz
2023,01,Credit Card,American Express,Approved,h13rdx43
2023,02,PayPal Account,PayPal Account,Approved,j3rgwfj3
2023,01,Credit Card,American Express,Approved,jpjgfe6g
2023,02,Credit Card,American Express,Approved,m9j9kdtb
2023,02,PayPal Account,PayPal Account,Approved,nc2hwzgx
2023,02,PayPal Account,PayPal Account,Approved,nhax5v79
2023,02,PayPal Account,PayPal Account,Approved,nzsc798c
2023,02,PayPal Account,PayPal Account,Approved,p2ggmmka
2023,02,PayPal Account,PayPal Account,Approved,pr31fjzb
2023,02,PayPal Account,PayPal Account,Approved,qac472fn
2023,02,Apple Pay Card,American Express,Approved,r4g91jn1
2023,02,Credit Card,American Express,Approved,r6v9y4j7
2023,02,Credit Card,Visa,Declined,0gamyg21
2023,02,Credit Card,American Express,Approved,14a3w918
2023,01,Credit Card,American Express,Approved,1mqt7gcn
2023,01,Credit Card,American Express,Approved,1q3h4n6m
2023,01,Credit Card,American Express,Approved,1qwv7d2s
2023,02,Credit Card,American Express,Approved,1tjkp9x2
2023,02,Credit Card,American Express,Approved,2d7z6s0b
2023,01,Credit Card,American Express,Approved,31pp50hs
2023,01,Credit Card,American Express,Approved,411kc38g
2023,01,Credit Card,American Express,Approved,4beeavf0
2023,02,Credit Card,American Express,Approved,4cjgw449
2023,01,Credit Card,American Express,Approved,6gaes3rw
2023,02,Apple Pay Card,American Express,Approved,6jbarmqe
2023,02,PayPal Account,PayPal Account,Approved,7h8c35yd
